h_mean,h_std,h_min,h_max,h_range,ud_mean,ud_std,ud_min,ud_max,ud_range,dd_mean,dd_std,dd_min,dd_max,dd_range,h_ud_ratio,h_dd_ratio,label
0.09332727272727272,0.01988673381473644,0.0718,0.1322,0.06040000000000001,0.30744999999999995,0.32303992959247485,0.0684,1.079,1.0106,0.39934,0.32031673630260965,0.1463,1.1635,1.0171999999999999,0.3035516967818376,0.23370320785311985,1
0.09522727272727273,0.028009930057359692,0.0594,0.1526,0.0932,0.23620000000000002,0.21542297411784517,0.0507,0.623,0.5723,0.33501000000000003,0.20649569513941715,0.1442,0.7099,0.5657,0.40316202186812383,0.2842511819828983,1
0.08783636363636363,0.017370162505127733,0.0599,0.119,0.05909999999999999,0.21529999999999996,0.23769781469569953,0.0496,0.7007,0.6511,0.30313,0.2353344808753891,0.1117,0.7831,0.6714,0.4079700681202765,0.2897637115186623,1
0.0967818181818182,0.025594914267557847,0.076,0.161,0.085,0.24579999999999996,0.2597959455675422,0.0106,0.8033,0.7927,0.34302,0.25211872776310945,0.1412,0.882,0.7408,0.39374053881724735,0.2821454610120611,1
0.10063636363636365,0.022312251017200066,0.0742,0.1444,0.0702,0.17795,0.18840986792982298,0.016,0.5697,0.5537,0.27840999999999994,0.18063282247574927,0.1131,0.6547,0.5416,0.5655285086139648,0.36146690912486823,1
0.08911818181818182,0.022138555426306303,0.0578,0.1415,0.0837,0.21342,0.20908174265370735,0.0214,0.7415,0.7201000000000001,0.30567,0.1972106547155435,0.1481,0.8109,0.6628,0.41756988214928153,0.2915493514863426,1
0.09546363636363639,0.0224443878387125,0.0708,0.1325,0.061700000000000005,0.24007999999999993,0.31470698117455226,0.0188,1.0167,0.9978999999999999,0.33794,0.30391230898987215,0.1191,1.0875,0.9683999999999999,0.3976309510691659,0.2824861036797441,1
0.08982727272727273,0.02089828179105119,0.0591,0.1225,0.0634,0.19683,0.20078214313030926,0.0573,0.6663,0.609,0.28972999999999993,0.19224087928083003,0.1328,0.74,0.6072,0.45636750678131355,0.31003680216225654,1
0.09142727272727273,0.0270805498802772,0.0541,0.1475,0.09339999999999998,0.27347999999999995,0.25043951054984204,0.0397,0.7458,0.7061000000000001,0.36863999999999997,0.24092098381926896,0.1349,0.8205,0.6856,0.33430941355075033,0.24801167728839915,1
0.0944818181818182,0.016825148925451932,0.0731,0.1235,0.0504,0.19249999999999998,0.23571302702886643,0.0191,0.8151,0.796,0.28911999999999993,0.22906420642838693,0.1075,0.8961,0.7886,0.4908120902323531,0.32678988444913454,1
0.08722727272727272,0.020980376112409944,0.0607,0.1185,0.0578,0.25578999999999996,0.29592884073333875,0.0304,0.8197,0.7893,0.34513999999999995,0.28618281724954925,0.1041,0.8804,0.7763,0.34100993673457136,0.2527293851709091,1
0.09344545454545455,0.019501146819423908,0.0628,0.1172,0.054400000000000004,0.25886000000000003,0.23241569176322363,0.0716,0.6766,0.605,0.35143,0.22517255136647737,0.1497,0.7394,0.5896999999999999,0.3609869951265527,0.26589986240671587,1
0.09210000000000002,0.02074589115945613,0.0676,0.1307,0.06310000000000002,0.22119,0.2924700571568538,0.041,1.0031,0.9621000000000001,0.31416000000000005,0.2848982906231625,0.1176,1.0794,0.9617999999999999,0.416382221699798,0.29316178647254115,1
0.09187272727272729,0.016822371468321037,0.0731,0.1209,0.047799999999999995,0.16929000000000002,0.17947936093044237,0.0175,0.6045,0.5870000000000001,0.26304,0.1745336210845604,0.0996,0.6882,0.5886,0.5426911488072448,0.349271510041124,1
0.0922,0.022328815463432,0.0713,0.1388,0.0675,0.23118000000000002,0.25166742957941757,0.0507,0.8299,0.7792,0.32467999999999997,0.2421968519843128,0.1452,0.9099,0.7647,0.39882170247554943,0.28397103618628755,1
0.09372727272727274,0.019875416519363358,0.0715,0.1336,0.0621,0.17834,0.205987816252429,0.0099,0.68,0.6701,0.27384000000000003,0.2011948154843404,0.1041,0.765,0.6609,0.5255508981517023,0.34226895434676596,1
0.09312727272727273,0.018928660328142135,0.0692,0.133,0.06380000000000001,0.20229999999999998,0.28229672332494404,0.0109,0.9496,0.9387,0.29671,0.28019859405627134,0.0985,1.0436,0.9451,0.4603401502082181,0.31386525180149283,1
0.10173636363636364,0.01924210345712093,0.0776,0.146,0.06839999999999999,0.16818999999999998,0.1623222751195904,0.0107,0.5256,0.5148999999999999,0.26962,0.1605583230826453,0.0997,0.6217,0.522,0.6048858954186827,0.37733100773442585,1
0.09443636363636364,0.026688846836357423,0.0586,0.1458,0.08720000000000001,0.30439,0.2812396583777695,0.0599,0.9373,0.8774000000000001,0.40241000000000005,0.28595487775366085,0.1396,1.0255,0.8859000000000001,0.3102468983523286,0.23467639710734456,1
0.09917272727272727,0.018107848624786482,0.0768,0.1407,0.0639,0.24939999999999998,0.22905577195667143,0.0724,0.8019,0.7294999999999999,0.35081,0.22205035690131192,0.1579,0.8822,0.7242999999999999,0.39764366330819556,0.2826956032528264,1
0.0948909090909091,0.018336000356972866,0.0689,0.1236,0.0547,0.19607000000000002,0.21246397890779825,0.0394,0.7014,0.662,0.29158000000000006,0.2061404634385658,0.1379,0.7869,0.649,0.48396197852262235,0.32543584489698946,1
0.09963636363636365,0.02246180191913698,0.0776,0.1446,0.067,0.27972,0.36604499662685674,0.0338,1.193,1.1592,0.38156,0.3578034413846053,0.1272,1.2738,1.1466,0.35619908278736184,0.2611282694939044,1
0.09012727272727274,0.01413407873963428,0.0684,0.1157,0.047299999999999995,0.21321000000000004,0.17974001254899008,0.0481,0.5863,0.5382,0.30396000000000006,0.17012193143611895,0.1394,0.6547,0.5153,0.4227139909632839,0.2965093308920313,1
0.09581818181818182,0.01810755743781133,0.0747,0.1338,0.0591,0.17865000000000003,0.20507393924035194,0.0051,0.6845,0.6794,0.27492000000000005,0.20378447111266024,0.0985,0.7745,0.6759999999999999,0.5363428238195241,0.34852987519389866,1
0.10010000000000002,0.020830650493923613,0.0795,0.1446,0.0651,0.27789,0.38023230457766793,0.0162,1.2041,1.1879,0.37855000000000005,0.37526962529182495,0.121,1.3036,1.1826,0.36021317710901046,0.26442936354678764,1
0.10974545454545455,0.02491061475099977,0.0742,0.1446,0.0704,0.31731000000000004,0.44671903536289514,0.0365,1.3468,1.3103,0.42937000000000003,0.4361799196814697,0.1429,1.441,1.2981,0.345860857472494,0.2555958705768544,1
0.08743636363636363,0.015752858326492546,0.0652,0.109,0.043800000000000006,0.18625999999999998,0.2439688286099955,0.0064,0.7223,0.7159000000000001,0.27523,0.23996149251262977,0.0987,0.7983,0.6996,0.46942926128584966,0.31768355903355233,1
0.08568181818181818,0.020229523878817227,0.066,0.1396,0.0736,0.2172,0.27919497766893225,0.0373,0.8236,0.7863,0.30448,0.27233622927876816,0.1191,0.8938,0.7747,0.3944816929103373,0.28140284018319106,1
0.09003636363636364,0.022678018993169253,0.0689,0.1243,0.05539999999999999,0.19593,0.25582881450949446,0.0067,0.7938,0.7870999999999999,0.28753000000000006,0.2455210697000701,0.1218,0.8627,0.7409,0.45953097588622344,0.313136196223585,1
0.08424545454545457,0.014014518445980484,0.065,0.1056,0.0406,0.14051000000000005,0.1666497954794225,0.0082,0.5188,0.5106,0.22521,0.16111281382242001,0.0883,0.5838,0.4955,0.599564835105113,0.37407344466058307,1
0.08572727272727274,0.01472882146738774,0.0684,0.1101,0.0417,0.18080000000000002,0.2468531772351961,0.0011,0.808,0.8069000000000001,0.26655000000000006,0.2386351806512285,0.1088,0.8777,0.7689,0.4741526469835495,0.3216167740029965,1
0.08205454545454546,0.009920218106106705,0.0673,0.1024,0.035100000000000006,0.16868,0.18279710549616965,-0.0195,0.5784,0.5979,0.25131000000000003,0.17983300556040568,0.0687,0.6499,0.5812,0.48644806145650943,0.32650598443580053,1
0.08939999999999998,0.014770985072093193,0.07,0.1109,0.04089999999999999,0.19141,0.2491910844222874,-0.0306,0.6908,0.7213999999999999,0.28125,0.24410447330782142,0.0755,0.7692,0.6937,0.4670577970963005,0.31786553647809246,1
0.08781818181818181,0.016518160804509574,0.0581,0.113,0.054900000000000004,0.16795999999999997,0.18383033361106527,0.0327,0.6193,0.5866,0.25675,0.18095149902667287,0.113,0.698,0.585,0.5228486483063439,0.34203637694958083,1
0.08751818181818181,0.025053335833050985,0.0578,0.1314,0.0736,0.23763,0.19973434606997367,0.0565,0.658,0.6015,0.32812,0.19241764067892644,0.1167,0.7346,0.6179,0.3682944641826269,0.26672532943085575,1
0.08913636363636364,0.016060838877672158,0.0726,0.1198,0.047200000000000006,0.20320999999999997,0.20182193169006957,0.0611,0.728,0.6668999999999999,0.29259999999999997,0.19486905004814553,0.1408,0.8009,0.6600999999999999,0.4386394616254221,0.30463451470214953,1
0.08287272727272726,0.02521321442851311,0.0444,0.1359,0.0915,0.19724000000000003,0.16334364729340137,0.0375,0.5307,0.49319999999999997,0.28059,0.15141135617178053,0.1417,0.6044,0.46270000000000006,0.42015973997661366,0.2953506251901425,1
0.08661818181818182,0.019265244259122082,0.0657,0.1296,0.0639,0.20664000000000002,0.2175833081833255,0.0489,0.7748,0.7259,0.29535,0.2099999484126921,0.1365,0.8487,0.7121999999999999,0.419172293098571,0.29327201132950903,1
0.08626363636363638,0.015434265303361398,0.0607,0.1077,0.04700000000000001,0.26155000000000006,0.39363872960424573,0.0447,1.3532,1.3085,0.34767999999999993,0.3925872777697548,0.1321,1.4356,1.3035,0.3298157390475906,0.2481114480332155,1
0.09145454545454546,0.020967992924281698,0.057,0.1262,0.06920000000000001,0.17747999999999997,0.1817689119000643,0.003,0.6045,0.6015,0.271,0.18181606089672053,0.1292,0.7009,0.5717,0.5152920338207778,0.33746940215920035,1
0.08839090909090909,0.014426812159687566,0.0684,0.1114,0.043,0.17678000000000002,0.2128192075709124,0.0254,0.7064,0.681,0.26482,0.20834254272978217,0.1339,0.7861,0.6522,0.5000023141112964,0.33377605662280974,1
0.09430000000000001,0.01994321939908399,0.0673,0.1268,0.0595,0.18336000000000002,0.179535946261466,0.0257,0.556,0.5303,0.27932999999999997,0.1796714782905487,0.123,0.6455,0.5225,0.5142860259269965,0.33759231879025253,1
0.09194545454545454,0.01694581739759777,0.0692,0.1204,0.051199999999999996,0.23678999999999997,0.24557037212714947,0.0412,0.7587,0.7175,0.32988000000000006,0.24382500919944844,0.1381,0.8558,0.7177,0.38829792747804837,0.27872309877032786,1
0.09024545454545456,0.015039372569117613,0.0634,0.1135,0.050100000000000006,0.2178,0.23451733885199666,0.047,0.8164,0.7694,0.30678,0.23415434510880495,0.1257,0.9011,0.7754,0.41434821027201235,0.2941689822559238,1
0.09075454545454545,0.023587427313565324,0.0642,0.133,0.06880000000000001,0.17839,0.22291598043508082,0.0093,0.7519,0.7426,0.27154,0.21861564547041104,0.1217,0.8372,0.7155,0.5087394849210187,0.3342204140610275,1
0.08548181818181819,0.019110772783004784,0.0644,0.1169,0.052500000000000005,0.16325000000000003,0.17234722219983706,0.0283,0.6014,0.5731,0.24951999999999996,0.1718524871316483,0.1196,0.6885,0.5689,0.5236220187430286,0.3425836630256299,1
0.08897272727272729,0.015635478304745966,0.0657,0.1172,0.051500000000000004,0.13283,0.1430136205634508,0.0357,0.4454,0.4097,0.22236000000000003,0.14037378830979966,0.1107,0.527,0.4163,0.6698189976189841,0.40012739317023793,1
0.08950909090909093,0.013310255786081238,0.0694,0.1056,0.036199999999999996,0.17519999999999997,0.2008702898223959,0.0148,0.7014,0.6866,0.26524000000000003,0.19578901455960754,0.1191,0.7803,0.6612,0.5108937215489121,0.33746325382987896,1
0.08887272727272727,0.01657589158441204,0.0679,0.1167,0.048799999999999996,0.14048,0.15230777174305102,0.0112,0.5206,0.5094,0.23026999999999997,0.14681682502734866,0.1184,0.6024,0.48400000000000004,0.6326316531967118,0.38594841414128256,1
0.08811818181818182,0.012063815166175098,0.0668,0.1074,0.0406,0.13081,0.14296415595836912,0.0188,0.456,0.43720000000000003,0.2189,0.14072608539681303,0.1204,0.5423,0.4219,0.6736297545174474,0.4025481008226633,1
0.09282727272727274,0.017286531804216302,0.0657,0.1301,0.0644,0.24374,0.35494357047595915,0.027,1.1681,1.1411,0.33284,0.35739331026506665,0.1305,1.2663,1.1358,0.3808438987584064,0.27889374424206376,1
0.08988181818181817,0.017279051952107684,0.0642,0.1148,0.050600000000000006,0.16097,0.18515428431446032,0.0112,0.6367,0.6255000000000001,0.25184,0.1799961863793539,0.1186,0.7133,0.5947,0.5583727390760955,0.35689906799059,1
0.09224545454545453,0.019444092348904516,0.0663,0.1301,0.0638,0.13849000000000003,0.16911558473422847,0.0257,0.551,0.5253000000000001,0.23172,0.16373354234514348,0.1262,0.6402,0.514,0.6660754456640108,0.3980884535517045,1
0.09167272727272727,0.01654007804752389,0.065,0.119,0.05399999999999999,0.15064000000000002,0.16469549140425455,0.0193,0.5373,0.518,0.24297999999999997,0.15865961328860248,0.1265,0.6244,0.49789999999999995,0.6085509739893339,0.37728352123304815,1
0.08928181818181818,0.01339364163936143,0.0657,0.1098,0.0441,0.13565,0.13711650561150948,0.0085,0.4156,0.4071,0.2237,0.13852244904306626,0.1183,0.5019,0.3836,0.6581729451446594,0.39911228909042956,1
0.0943909090909091,0.01841186870176162,0.0678,0.1333,0.0655,0.11921,0.13474073416916074,-0.0026,0.4011,0.4037,0.2153,0.1343346071072777,0.1017,0.4969,0.3952,0.7917969741962495,0.4384137049568237,1
0.0901818181818182,0.015806189811704667,0.0652,0.1177,0.052500000000000005,0.16911,0.21835463738301203,0.0275,0.7344,0.7069000000000001,0.25922999999999996,0.21275449623137618,0.1336,0.8149,0.6813,0.53326997168616,0.3478820749903299,1
0.08766363636363637,0.013506981359820758,0.0665,0.1127,0.04619999999999999,0.15836,0.15424915054691368,0.0207,0.4589,0.4382,0.24692000000000003,0.15316916428866773,0.1334,0.5492,0.41580000000000006,0.5535683429861922,0.35502705870961304,1
0.09301818181818183,0.016036135331295893,0.0657,0.1138,0.048100000000000004,0.1401,0.15139779097170178,0.0122,0.4789,0.4667,0.23363,0.1517050504542724,0.1223,0.5737,0.45139999999999997,0.6639366015815864,0.39814143593179774,1
0.0923,0.01398549248328424,0.0737,0.1132,0.03949999999999999,0.14937,0.1976333420475626,0.0017,0.6455,0.6437999999999999,0.24161000000000002,0.1947964832559584,0.1149,0.7392,0.6243,0.6179244967229247,0.3820190305904946,1
0.09886363636363636,0.01702253052441221,0.0729,0.1228,0.0499,0.19071,0.20977385415939923,-0.004,0.7112,0.7152000000000001,0.29109,0.21212487124333157,0.1188,0.8107,0.6919,0.5183950394242407,0.33963137425628537,1
0.09212727272727274,0.02020054904744378,0.0591,0.1188,0.0597,0.17311,0.21399689743337663,0.0204,0.7331,0.7127,0.26531999999999994,0.2112864816625364,0.133,0.8276,0.6946,0.5321861275555726,0.3472294794881399,1
0.09526363636363634,0.022297321486101092,0.0666,0.1463,0.07970000000000001,0.14449,0.1538626331793684,-0.0143,0.5064,0.5206999999999999,0.2398,0.1522852367543661,0.1254,0.5991,0.47369999999999995,0.6593049834497396,0.3972612139383753,1
0.08751818181818183,0.015848584680142146,0.0663,0.1185,0.052199999999999996,0.13996,0.13890258136950195,0.0275,0.432,0.40449999999999997,0.22691,0.1333862515820544,0.1281,0.5136,0.38549999999999995,0.6253040619757063,0.3856938703640715,1
0.08841818181818181,0.01547008844071799,0.0628,0.1128,0.05,0.12192999999999998,0.12053416343740705,0.0172,0.3465,0.3293,0.21159,0.11891596893044547,0.1217,0.4365,0.31479999999999997,0.7251493206664574,0.4178730750276799,1
0.08777272727272728,0.016167627587812063,0.0628,0.1128,0.05,0.13063,0.11986462780987558,0.017,0.3766,0.3596,0.21983999999999998,0.11864838997830711,0.1155,0.4632,0.3477,0.671913460608334,0.3992554949837714,1
0.09134545454545456,0.015867032717957294,0.0657,0.1172,0.051500000000000004,0.18078,0.19397810758490824,0.0326,0.6267,0.5941000000000001,0.27316,0.19726881377675715,0.0983,0.7254,0.6271,0.5052823833558536,0.33440152344388313,1
0.0893181818181818,0.017293861233502378,0.0569,0.1183,0.0614,0.18536999999999998,0.26125179871789084,-0.0077,0.8735,0.8812000000000001,0.2754599999999999,0.2593987586708926,0.1106,0.9561,0.8454999999999999,0.4818347088713003,0.3242498278093154,1
0.08694545454545453,0.01602107135221385,0.0686,0.1193,0.05070000000000001,0.11739000000000002,0.12628598453070275,-0.0055,0.3837,0.3892,0.20465999999999998,0.1230812486846708,0.1116,0.4711,0.35950000000000004,0.7406483848459807,0.4248266867915946,1
0.08599090909090909,0.015528390421769704,0.0652,0.1138,0.048600000000000004,0.14286000000000001,0.1245200314094974,0.0262,0.3771,0.3509,0.22979000000000002,0.12210309350890518,0.1248,0.4661,0.34130000000000005,0.6019201117933451,0.3742135640251754,1
0.09129999999999999,0.01548018087749623,0.0708,0.118,0.04719999999999999,0.15728,0.1382052161742739,0.0225,0.4196,0.39709999999999995,0.25016,0.13834787232833679,0.1392,0.508,0.3688,0.5804896967847355,0.3649649625641087,1
0.09091818181818181,0.01933095021884947,0.0718,0.1239,0.052099999999999994,0.14187,0.1556497424775683,-0.01,0.5235,0.5335,0.23245999999999997,0.15309168059260003,0.112,0.6177,0.5057,0.6408510676472416,0.39111154911224605,1
0.0889,0.013637595095910423,0.0686,0.1069,0.0383,0.15860999999999997,0.13325471390452864,0.0109,0.4022,0.3913,0.24571000000000004,0.13062828900697157,0.1051,0.4883,0.3832,0.5604907604138428,0.3618071637004448,1
0.09295454545454546,0.019199706437149692,0.0639,0.1262,0.06230000000000001,0.14935,0.12372843246400562,0.0133,0.4404,0.42710000000000004,0.24339,0.1239391468064514,0.1279,0.5315,0.40359999999999996,0.6223898430847162,0.3819144728216962,1
0.09238181818181818,0.0180361757688163,0.0644,0.1301,0.0657,0.13235000000000002,0.12887873930344151,-0.0158,0.3969,0.41269999999999996,0.22599999999999998,0.1261416928167157,0.1143,0.4903,0.376,0.6980061970201824,0.4087672982943358,1
0.08906363636363636,0.01615445899603405,0.0689,0.114,0.0451,0.24915999999999996,0.23541019141537228,0.0521,0.7935,0.7414,0.33984,0.2325054369734657,0.1648,0.873,0.7081999999999999,0.3574541616209454,0.26207442999413366,1
0.08545454545454545,0.016622897679788782,0.0673,0.1132,0.045899999999999996,0.16899000000000003,0.21406712576510512,0.0075,0.7027,0.6952,0.25577999999999995,0.21026742654692535,0.1139,0.7777,0.6638,0.5056751274005447,0.33409262398123973,1
0.08538181818181817,0.021364354339966286,0.0568,0.1225,0.0657,0.17648999999999998,0.1964089975875172,0.0019,0.6465,0.6446,0.26083,0.18964558201492007,0.0982,0.7188,0.6206,0.4837743464642287,0.32734536225302274,1
0.075,0.014260925636157001,0.0589,0.104,0.045099999999999994,0.12252,0.12366902783010969,0.0222,0.3671,0.3449,0.19913000000000003,0.12049167836641482,0.1023,0.4336,0.3313,0.6121399596803813,0.37663648552962614,1
0.08467272727272727,0.018510650496894532,0.0618,0.1156,0.053799999999999994,0.13707000000000003,0.12224312795954353,0.018,0.4307,0.4127,0.22342,0.1166671790464939,0.1054,0.5022,0.3968,0.6177289672704457,0.37898284974432694,1
0.08555454545454545,0.017719219149633182,0.0639,0.1296,0.0657,0.13051,0.12999443107730083,0.0309,0.4362,0.4053,0.21718000000000007,0.12830493885012118,0.1056,0.5178,0.4122,0.6555351307900902,0.39393199890665126,1
0.08638181818181818,0.0177705834559149,0.0628,0.1209,0.0581,0.26256,0.503936837311979,-0.024,1.6713,1.6953,0.35045,0.49562748612239005,0.0969,1.736,1.6391,0.32899714040477523,0.24648757795474457,1
0.07897272727272725,0.013656506940582642,0.0549,0.0982,0.0433,0.12919999999999998,0.13370346958017873,0.0172,0.4272,0.41000000000000003,0.20997000000000005,0.1333777180291621,0.1141,0.5061,0.392,0.611239288184513,0.37611254541211514,1
0.09451818181818182,0.017752172722335608,0.0671,0.1375,0.0704,0.13541,0.15465997435234063,-0.0588,0.4906,0.5494,0.22953,0.14831359456682766,0.0787,0.5706,0.4919,0.6980096285987241,0.4117883066696081,1
0.0809,0.012542328332490743,0.0602,0.1001,0.0399,0.15109999999999998,0.15698648207904894,-0.0021,0.4826,0.48469999999999996,0.23243,0.15221051978537267,0.0953,0.5473,0.452,0.5354034718499547,0.3480602845575676,1
0.08223636363636365,0.01438250831581701,0.0608,0.1069,0.046099999999999995,0.11623000000000001,0.1137712817698542,-0.0135,0.3713,0.38480000000000003,0.19988,0.10820573819247192,0.0829,0.4468,0.3639,0.7075252181979304,0.4114266170189445,1
0.08586363636363636,0.015275422922280926,0.0602,0.1096,0.049400000000000006,0.12054999999999998,0.10479706579861862,-0.0343,0.2998,0.3341,0.20795,0.102788231600488,0.0753,0.3906,0.3153,0.7122598432500467,0.4129032145247504,1
0.09076363636363637,0.021646259387121496,0.0605,0.132,0.07150000000000001,0.19812999999999997,0.1344713686998091,0.0204,0.4172,0.39680000000000004,0.29013,0.1327607208476965,0.1141,0.4972,0.3831,0.4580991180766078,0.312836740519408,1
0.08693636363636363,0.015573649073179523,0.0618,0.1115,0.0497,0.15817,0.15960633550499595,-0.0214,0.5536,0.575,0.24762,0.15799708014179673,0.0901,0.6481,0.558,0.5496352911492223,0.3510863926579879,1
0.08942727272727273,0.023700805509901588,0.0689,0.1541,0.08519999999999998,0.12552999999999997,0.12268724510360117,-0.0208,0.3523,0.3731,0.21403,0.11508240574089122,0.0766,0.4315,0.3549,0.7123919408534366,0.4178239261007645,1
0.08522727272727272,0.018395765322980772,0.0469,0.1117,0.0648,0.14239,0.16304787606371599,-0.0156,0.5589,0.5744999999999999,0.23145000000000002,0.1673027810753771,0.0837,0.6568,0.5731,0.5985439580259477,0.3682303067486108,1
